lat_avg,lng_avg,count_qualified,percent_covered,percent_qualified,yearly_sunlight_kwh_n,yearly_sunlight_kwh_e,yearly_sunlight_kwh_s,yearly_sunlight_kwh_w,yearly_sunlight_kwh_kw_threshold_avg,yearly_sunlight_kwh_total,carbon_offset_metric_tons,kw_total
42.04445266723633,-87.72107696533203,831,98.69431643625192,64.6692607003891,479747.82099609374,958190.740087891,2159933.7587219235,1267468.5551818842,977.5,7273250.302087396,6021.189061692392,6504.75
41.83409881591797,-87.61929321289062,149,98.93617021276596,40.053763440860216,20010.51655273437,17970.12651977539,211350.60244140628,14788.12516479492,977.5,1937844.588415528,1604.2523155952226,1669.0
36.842899322509766,-76.07109069824217,484,100.0,54.87528344671202,138876.82883911135,1165601.871746826,1821734.6367675771,1311338.0103942875,1071.0,17461193.014007576,10250.53217604646,13885.75
41.637969970703125,-81.46353149414062,896,97.8215038650738,64.36781609195403,1639582.1499328625,778003.5038360592,1976717.948449708,1623230.278979491,912.9,7522575.566213991,6227.593968826103,7009.75
34.13176727294922,-79.84040069580078,139,88.0,63.18181818181818,225790.6397399903,645070.607281494,965042.5282470704,644370.489819336,1101.6,4244083.055267334,2491.4740866177863,3228.0
38.90522384643555,-76.8393325805664,513,98.8313856427379,86.6554054054054,158334.144909668,1472063.519488525,3210039.028216553,2138657.978881834,1031.9,33028860.65168456,20988.54064889644,27084.0
43.12110137939453,-89.36237335205078,827,98.21899736147756,55.54063129617193,433410.23919067375,2041761.695556642,2924700.9153747545,2173968.3483032226,991.1,14638002.58983764,11507.19104007192,12806.25
29.9886531829834,-90.18380737304688,1713,98.36309523809523,86.38426626323752,5785961.883502197,8046285.154528799,11248190.882312022,8871379.979901124,1109.25,37952884.652807616,23189.22079033064,29308.25
34.21723175048828,-118.17958831787108,251,98.38709677419357,82.29508196721312,303905.4882507324,499745.7986999512,1197383.7523376464,822641.9577941895,1285.2675994108986,4281824.351226808,1167.3581536182382,2873.0
41.74800491333008,-72.6877212524414,315,99.5850622406639,65.625,87238.09482421873,897081.0490600582,1033789.2959960938,865875.8852722166,984.3,10153324.646020506,4396.291105523156,8852.5
41.84023666381836,-87.86551666259764,1335,99.761620977354,79.74910394265233,903733.2661010739,1944055.0417175293,4635399.527636719,3211498.308050535,977.5,18795140.154064957,15559.631197643796,16497.75
40.76909637451172,-73.79669189453125,459,99.00124843945069,57.881462799495594,5342.060742187499,486690.7089843748,975735.9294860838,324611.05318603513,1005.55,3345273.4838928203,1898.601489997233,2913.25
40.0395622253418,-76.31713104248048,660,97.13292788879235,59.03398926654741,37886.560357666014,688644.5362121582,640755.556549072,644488.4556457518,1005.55,5592371.656591796,3553.732024726283,4819.25
33.87483596801758,-117.55629730224608,1089,97.84122562674096,77.50889679715303,908336.267718506,3995554.048303221,5575518.07957153,2915982.956262205,1371.9,38958670.2915466,10621.34214027984,25015.0
40.86762619018555,-81.56047821044923,999,99.37743190661479,78.23022709475333,2338142.1631713863,2852221.255377196,5190942.481567383,3620195.531860351,945.2,18814002.83381349,15575.24674176215,16977.5
39.98250198364258,-82.97361755371094,660,98.55072463768116,69.32773109243698,653518.8016906738,1592711.1567077618,1592143.0217712391,1760537.2721618663,967.3,24002464.082891848,19870.534931005375,20688.0
40.700729370117195,-73.95417022705078,199,97.81021897810217,74.25373134328356,8380.650122070312,92310.12305908202,34667.519360351565,111862.87549438476,1003.85,3323724.961962888,1886.371680972532,2896.0
39.7044677734375,-86.25540924072266,1193,99.86859395532194,78.48684210526316,1692914.0990966796,2983122.159747314,5228755.33119506,4090519.84259033,991.1,33158978.169720463,27450.79137385343,28279.0
45.02692031860352,-93.0183334350586,1165,99.3103448275862,73.54797979797979,338899.99976806634,2639178.808972172,6804417.818762204,4613213.470635992,984.3,46118024.22636704,23367.414221481074,39970.25
30.50822257995605,-97.6750717163086,642,98.94459102902374,85.6,2016589.250506592,2171105.4714172366,4030758.924548341,3009012.3270751955,1121.144527896996,21570745.92212523,10489.56142522886,16216.25
41.940704345703125,-88.24017333984375,1009,99.65065502183405,88.43120070113935,217847.71803588865,2379028.819799805,5805806.776019283,2599533.20048828,980.05,11399864.983062755,9437.423365051503,9935.0
45.00951766967773,-93.2845230102539,318,99.8533724340176,46.69603524229074,3053.6397338867187,164537.7563964844,1206699.5451293942,247959.91920166012,989.4,15891687.002978517,8052.114961690289,13797.5
29.607908248901367,-95.10025787353517,1260,99.85218033998521,93.2642487046632,953541.7382385258,3768965.010266112,7844760.900823965,5985870.882995611,1070.15,23863259.430468764,11604.379677261137,19143.25
39.457473754882805,-87.37886047363281,1130,99.78448275862067,61.01511879049676,362195.1925292968,1257517.8588745114,3525699.3318603537,2751391.505847166,995.35,8869295.268780526,7342.481207057408,7780.0
47.55413436889648,-122.28263854980467,1343,100.81566068515498,72.43797195253505,514372.7645599364,1446806.7785003665,2578007.5750183105,3293042.0904907207,854.25,14565162.446624748,3872.9982172266455,14598.0
38.12521362304688,-78.43306732177734,1612,92.96218487394958,60.71563088512241,410607.2547424316,4833881.060351567,4950030.056903079,3009822.20203247,1051.45,23775172.156384256,14083.948251057129,19386.75
