region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Cocoa West,Florida,28.372296,28.3458055,-80.7468399,-80.7930687,28.360018111325626,-80.770879366752482,1174.7,2011,98.670098670098668,87.434782608695656,18597,22473,18041,17641,66791,42,143543,10.5,35885.75,5866581.3086852953,8358173.1508056615,6223637.0756164547,6066311.1355041517,23969269.425415058,14464.018359374999,50483972.096026689,"[[0,286],[5,640],[10,486],[15,251],[20,114],[25,46],[30,28],[35,25],[40,16],[45,9],[50,3],[55,12],[60,10],[65,10],[70,7],[75,3],[80,6],[85,7],[90,4],[95,4],[100,2],[105,7],[110,5],[115,3],[120,1],[125,3],[130,2],[140,1],[145,1],[150,2],[155,2],[160,2],[170,1],[185,2],[195,1],[215,1],[225,1],[245,1],[265,1],[285,1],[300,1],[470,1],[995,1],[1000,1]]",26984.719032604229,4
Coden,Alabama,30.3939162,30.3681693,-88.1136742,-88.2650143,30.380633760000002,-88.1998419,1113.5,5,100,100,43,59,0,53,546,57,701,14.25,175.25,13788.687133789062,22499.677636718749,0,17714.657421875,197423.92893066406,20391.314892578124,251426.95112304686,"[[5,1],[10,2],[40,1],[100,1]]",149.49496497677114,0
Coeur d'Alene,Idaho,47.7496814,47.4987734,-116.6051248,-117.0388014,47.696815958653168,-116.79771744367476,988.55002058160676,15934,94.444922547332183,72.595562440202286,13620,284959,179890,201176,389978,35,1069623,8.75,267405.75,3394083.7206787136,86138977.111426324,49329019.344274804,53562263.043487623,110158036.80785508,9901.2789550781254,302582380.02772218,"[[0,3466],[5,5715],[10,3235],[15,1431],[20,625],[25,319],[30,173],[35,129],[40,107],[45,82],[50,49],[55,59],[60,46],[65,34],[70,30],[75,26],[80,27],[85,23],[90,15],[95,15],[100,25],[105,16],[110,14],[115,11],[120,8],[125,14],[130,13],[135,14],[140,9],[145,10],[150,4],[155,6],[160,7],[165,3],[170,4],[175,6],[180,5],[185,6],[190,6],[195,5],[200,5],[205,4],[210,7],[215,4],[220,5],[225,6],[230,5],[235,7],[240,1],[245,3],[250,3],[255,2],[260,4],[265,1],[270,3],[275,2],[280,1],[285,4],[290,2],[305,1],[310,1],[320,2],[335,2],[355,2],[360,1],[365,1],[375,1],[380,1],[385,1],[390,2],[400,1],[410,2],[420,1],[425,1],[430,1],[445,3],[450,1],[460,1],[465,2],[470,1],[480,1],[485,1],[500,1],[505,1],[515,2],[520,1],[545,2],[565,2],[595,1],[615,1],[620,1],[625,1],[640,1],[650,1],[670,1],[680,2],[700,1],[710,1],[725,1],[740,1],[765,1],[820,1],[865,1],[880,1],[995,13],[1000,3]]",80459.179408818149,18
Cogan Station,Pennsylvania,41.3251471,41.2940749,-76.9626182,-77.0745917,41.31123643125,-77.02220453125,954.55,2,12.5,100,16,161,175,171,28,155,551,38.75,137.75,3960.8912597656249,49850.644775390625,44032.188916015628,46932.277685546876,7780.0101562499995,41179.882763671871,152556.01279296877,"[[35,1],[95,1]]",96.943340235246126,0
Cohasset,Massachusetts,42.2641472,42.2042807,-70.783332,-70.8528848,42.239445901243023,-70.812521325077682,974.0894080996884,1039,55.034182722187694,58.667419536984752,1324,14844,5314,8881,24060,22,54423,5.5,13605.75,328458.62975463871,4328648.1146667479,1421045.5112548831,2387713.1476745605,6912520.0901611317,5887.699731445312,15378385.493511951,"[[0,446],[5,387],[10,127],[15,23],[20,13],[25,7],[30,4],[35,4],[40,3],[45,2],[55,1],[60,1],[65,2],[75,1],[80,1],[85,2],[90,2],[100,2],[150,1],[165,1],[210,1],[215,1],[425,1],[525,1],[575,1],[580,1],[715,1],[995,1],[1000,1]]",6658.6917802270036,18
Cohoes,New York,42.8201494,42.7513281,-73.6790286,-73.7660112,42.776529640058932,-73.716472857444145,965.6124507042249,5178,99.286600496277913,80.880974695407687,5598,58948,46031,41034,144949,31,296560,7.75,74140,1397999.020794678,17665256.401574675,12503496.181329343,10967175.108599858,41169601.686413571,8620.5431152343754,83703528.398712441,"[[0,1296],[5,2114],[10,980],[15,271],[20,138],[25,72],[30,39],[35,30],[40,31],[45,23],[50,22],[55,10],[60,14],[65,12],[70,10],[75,7],[80,9],[85,5],[90,3],[95,6],[100,3],[105,4],[110,3],[115,3],[120,2],[125,4],[130,1],[135,2],[145,6],[150,3],[155,2],[160,1],[165,3],[170,3],[175,4],[180,2],[190,1],[195,3],[205,1],[210,3],[215,2],[225,1],[230,2],[240,1],[250,1],[270,2],[305,3],[310,1],[320,3],[380,1],[425,2],[435,1],[440,1],[495,1],[500,1],[515,2],[520,1],[525,1],[595,1],[615,1],[980,1],[995,1],[1000,1]]",30586.835798600285,23
Coker,Alabama,33.374129,33.2374497,-87.6298787,-87.692645,33.257089917617883,-87.665313961042159,1084.6,25,9.67741935483871,64.1025641025641,255,379,224,273,103,46,1234,11.5,308.5,71482.911315917969,125149.37283325195,64918.775628662108,81260.976171875,32344.967407226562,15381.421948242187,375157.00335693365,"[[0,6],[5,5],[10,6],[15,5],[20,1],[30,1],[40,1]]",223.0631315661461,0
Colbert,Oklahoma,33.8741409,33.8248537,-96.4902517,-96.5352802,33.853410946707825,-96.506546001440427,1113.5,669,92.283950617283949,74.58193979933111,2499,6401,4385,4342,21340,33,38967,8.25,9741.75,733100.37791137677,2215851.5248229988,1389156.4618713374,1381232.261645508,7077078.4636230431,10629.665454101561,12796419.089874256,"[[0,179],[5,228],[10,119],[15,53],[20,28],[25,11],[30,8],[35,3],[40,3],[45,3],[50,4],[55,5],[60,2],[65,2],[70,1],[75,1],[80,3],[85,2],[90,2],[100,1],[105,2],[125,2],[145,2],[160,1],[220,1],[225,1],[280,1],[295,1]]",8656.44973078835,0
Colbert,Washington,47.8701358,47.802297,-117.2473098,-117.4808846,47.821374946723616,-117.36873514932341,1002.15,165,6.5883190883190883,89.1891891891892,14,2522,1409,1880,16,30,5841,7.5,1460.25,3549.4089782714841,786889.3402832034,388674.81234130863,507243.816064453,4322.6628601074217,8506.9077026367177,1690680.0405273433,"[[0,41],[5,75],[10,32],[15,8],[20,7],[25,1],[45,1]]",449.56592876040781,0
Colchester,Vermont,44.6035273,44.4898987,-73.1211947,-73.2829593,44.535262378419048,-73.200165693927957,950.3,708,33.287746170678339,58.175842235004112,1049,16647,11863,9637,83607,36,122803,9,30700.75,248564.93720703124,4857102.7776062014,3189047.1502441387,2521528.4454467786,23179639.832678221,9582.8074462890618,33995883.143182345,"[[0,187],[5,200],[10,99],[15,40],[20,19],[25,10],[30,6],[35,10],[40,13],[45,9],[50,5],[55,6],[60,10],[65,7],[70,4],[75,3],[80,6],[85,2],[90,3],[95,2],[100,1],[105,5],[110,2],[115,2],[120,6],[125,1],[130,1],[135,3],[140,1],[150,1],[160,5],[165,2],[170,1],[175,1],[190,2],[200,2],[210,1],[215,1],[220,2],[225,4],[240,1],[265,1],[300,1],[370,1],[395,2],[480,1],[500,1],[505,1],[525,1],[585,1],[605,1],[610,1],[625,1],[635,1],[660,1],[790,1],[830,1],[995,1],[1000,4]]",14719.88771139657,5
Cold Spring,Kentucky,39.0481786,38.9852626,-84.4020205,-84.4666094,39.016685767229376,-84.437049133813431,987.69999999999993,1804,99.553128103277061,89.975062344139644,9525,32282,25029,28561,52329,38,147726,9.5,36931.5,2431277.6346740713,10037955.88544924,6903239.6979186945,8198768.8025634792,15734245.951885989,10934.791278076171,43305487.972491406,"[[0,318],[5,621],[10,394],[15,187],[20,83],[25,34],[30,22],[35,17],[40,10],[45,13],[50,10],[55,14],[60,10],[65,5],[70,8],[75,10],[80,5],[85,8],[90,2],[95,3],[105,1],[110,2],[120,1],[125,1],[130,1],[140,1],[150,1],[165,1],[170,1],[175,1],[190,2],[205,1],[215,1],[230,1],[315,1],[445,1],[485,1],[505,1],[515,1],[520,1],[780,1],[935,1],[995,5],[1000,1]]",35850.619690124273,2
Cold Spring Harbor,New York,40.8840471,40.8370834,-73.4297613,-73.4707664,40.863659676096248,-73.443717526363713,1020.85,1403,98.181818181818187,76.4161220043573,1071,20609,11552,13296,11968,29,58496,7.25,14624,280536.99212036119,6248750.2947998047,3217801.3815734847,3707362.7819030783,3495765.02453003,8178.2069335937495,16950216.474926773,"[[0,402],[5,539],[10,259],[15,128],[20,38],[25,21],[30,6],[35,1],[40,1],[45,1],[85,1],[100,1],[130,1],[140,1],[430,1],[575,1],[1000,1]]",10330.506873353674,21
Cold Springs,Nevada,39.6968948,39.6283283,-119.9159151,-120.0007444,39.683071073836082,-119.97134227849173,1324.3,13,0.42844901456726647,86.666666666666671,0,82,119,171,177,35,549,8.75,137.25,0,33348.468151855464,44287.675341796865,61587.217956542969,66419.351953125,12293.139526367188,205642.71340332029,"[[0,2],[5,6],[10,2],[20,3]]",54.682113249020105,0
Coldstream,Kentucky,38.3175542,38.3094961,-85.5194719,-85.534497,38.314149363882613,-85.5257670629798,1008.1,399,100,90.067720090293449,1714,4738,2590,3996,43,30,13081,7.5,3270.25,448880.80520019541,1481566.4098144537,714259.14758911135,1180441.388500975,12504.006866455078,8891.4427429199222,3837651.7579711918,"[[0,64],[5,226],[10,92],[15,15],[20,2]]",2930.4966930850296,0
Coldstream,Ohio,39.0583674,39.0353841,-84.3288032,-84.3694223,39.050111209600004,-84.350494852799983,996.19999999999993,406,99.8,81.3627254509018,352,7969,4584,4832,2185,38,19922,9.5,4980.5,89887.344464111331,2350848.4022827148,1249156.3999511714,1319466.0809204094,615223.8411315917,10586.647485351563,5624582.0687500024,"[[0,68],[5,143],[10,85],[15,65],[20,22],[25,8],[30,5],[35,1],[40,1],[45,2],[55,1],[60,1],[70,1],[85,1],[90,1],[135,1]]",4656.3325366692034,3
Colesville,Maryland,39.1230291,39.0562744,-76.9772,-77.0368589,39.082289250982186,-77.003423338606837,1033.6,3764,82.2907222725899,69.114946749908185,5063,55378,33027,31141,18565,29,143174,7.25,35793.5,1332038.3609863291,16993202.630621362,9431522.8348999042,8859722.3180969339,5635023.3684143042,8576.7361572265618,42251509.51301875,"[[0,1037],[5,1655],[10,766],[15,163],[20,66],[25,18],[30,13],[35,10],[40,3],[45,3],[50,4],[55,4],[70,2],[85,2],[90,1],[95,2],[100,1],[105,2],[115,1],[140,1],[155,1],[165,1],[175,1],[180,1],[250,1],[300,1],[305,1],[435,1],[795,1],[995,1]]",26849.170918827953,220
Colfax,North Carolina,36.1438422,36.0464084,-79.9705673,-80.0424288,36.102896591273108,-80.008015743018575,1085.4458369346007,1313,98.562628336755651,68.385416666666671,3518,21293,12680,14495,46308,32,98294,8,24573.5,985201.30401611328,7055696.6584228463,3806656.3304382344,4367647.67894897,15100808.733056646,10094.294946289063,31316010.704882838,"[[0,319],[5,491],[10,237],[15,109],[20,55],[25,24],[30,15],[35,3],[40,8],[45,7],[55,2],[60,3],[65,1],[70,1],[75,1],[80,1],[95,1],[100,1],[110,5],[125,1],[130,2],[150,2],[155,2],[160,1],[185,1],[195,1],[200,1],[205,2],[225,1],[235,1],[285,1],[290,1],[330,1],[355,1],[390,1],[410,1],[420,1],[455,1],[540,1],[770,1],[835,1],[995,3]]",18383.954355140708,5
Colfax,California,39.1327414,39.0003366,-120.9415799,-120.997423,39.075847638853162,-120.96049180333523,1207.8722679640716,944,94.9093036863663,58.199753390875465,2623,13132,10354,9088,20943,35,56140,8.75,14035,821509.5645935057,4842761.8929321319,3487197.5518371589,3033555.8948730482,7508499.6432556147,11662.390966796875,19693524.547491465,"[[0,248],[5,287],[10,173],[15,110],[20,37],[25,19],[30,14],[35,10],[40,8],[45,5],[50,4],[55,2],[60,1],[65,1],[70,1],[75,3],[80,3],[85,1],[95,4],[115,1],[125,2],[135,1],[150,1],[195,1],[215,1],[235,1],[240,1],[250,1],[355,1],[415,1],[485,1]]",5369.0657458679443,18
Colgate,Wisconsin,43.2290133,43.1838016,-88.1825237,-88.343571,43.203327677161276,-88.2513389706667,981.2404686884596,1841,99.827956989247312,79.319258940112022,3849,34856,20247,22739,9011,41,90702,10.25,22675.5,965652.00906372117,10429747.124633795,5464519.2244079541,6118370.3723632833,2527026.3261718736,11501.411425781249,25505315.056640647,"[[0,330],[5,570],[10,467],[15,280],[20,112],[25,29],[30,24],[35,7],[40,4],[45,3],[50,3],[60,2],[65,1],[75,1],[80,1],[100,1],[160,1],[165,1],[185,1],[250,1],[350,1],[560,1]]",21114.676060301106,3
College,Alaska,64.9032302,64.8090112,-147.7397729,-147.9067167,64.846402517922527,-147.83293608223258,727.6,1970,97.488372093023258,62.659033078880405,837,38727,20579,16362,119028,33,195533,8.25,48883.25,148579.82355651856,8386178.0789123662,4137407.4495696994,3129427.9956939691,23906141.37255251,6862.1454589843752,39707734.720284939,"[[0,459],[5,693],[10,334],[15,114],[20,75],[25,45],[30,26],[35,20],[40,25],[45,11],[50,13],[55,12],[60,8],[65,6],[70,11],[75,5],[80,10],[85,9],[90,5],[95,2],[100,1],[105,6],[110,5],[115,2],[120,1],[125,3],[130,4],[135,3],[140,3],[150,1],[155,2],[160,2],[170,1],[175,1],[180,3],[190,2],[195,1],[200,2],[205,2],[210,3],[215,1],[220,1],[225,2],[250,1],[255,1],[265,1],[275,2],[285,2],[300,3],[305,1],[310,2],[320,1],[345,1],[350,1],[360,1],[365,1],[390,1],[420,1],[425,2],[435,1],[470,1],[485,1],[550,1],[570,1],[650,1],[775,2],[865,1],[920,1],[995,2],[1000,1]]",16359.798434115603,0
College Park,Georgia,33.6683078,33.5675716,-84.4043806,-84.5332361,33.62480911780483,-84.4728779434754,1084.1194568739402,4636,99.101465302737068,64.667317617519871,23580,66801,45046,56991,340658,34,533076,8.5,133269,6729583.2433105381,21997071.053552292,13442543.986437999,17448406.738970917,111505277.67367552,10401.19931640625,171122882.69594747,"[[0,1102],[5,1571],[10,790],[15,335],[20,166],[25,87],[30,67],[35,50],[40,61],[45,38],[50,33],[55,19],[60,18],[65,14],[70,18],[75,22],[80,15],[85,10],[90,10],[95,9],[100,5],[105,4],[110,5],[115,4],[120,3],[125,5],[130,5],[135,5],[140,1],[145,3],[150,4],[155,4],[160,2],[165,4],[170,2],[175,3],[180,3],[185,2],[190,2],[195,4],[200,1],[205,2],[210,2],[215,3],[220,1],[225,5],[230,4],[235,2],[240,3],[245,2],[250,1],[255,2],[260,4],[265,2],[270,2],[275,2],[280,3],[285,3],[295,1],[300,2],[305,4],[325,2],[335,2],[340,2],[345,1],[350,1],[355,1],[360,2],[365,1],[370,2],[380,1],[385,2],[400,1],[405,1],[410,1],[430,3],[435,2],[460,1],[465,1],[500,1],[505,1],[510,1],[520,1],[530,2],[535,1],[545,1],[550,1],[570,1],[575,1],[580,1],[605,2],[615,1],[630,2],[660,1],[665,1],[690,1],[710,1],[755,1],[765,1],[820,1],[880,1],[920,1],[930,1],[935,1],[980,1],[985,1],[995,11],[1000,12]]",101747.28381777633,1
College Park,Maryland,39.0248689,38.9719298,-76.899253,-76.962607,39.00013605813691,-76.928425408561225,1031.8999999999999,1657,53.592306241749952,58.304011259676287,2906,17923,14291,12905,53400,21,101425,5.25,25356.25,768038.12723388674,5613960.2859252905,4116476.0095336945,3667447.5347839361,16382309.642730709,6360.5790527343752,30548231.600207519,"[[0,716],[5,624],[10,140],[15,44],[20,15],[25,12],[30,8],[35,8],[40,4],[45,8],[50,6],[55,8],[60,4],[65,3],[70,5],[75,3],[80,2],[85,4],[90,5],[95,1],[100,1],[105,5],[110,2],[120,3],[125,1],[135,1],[150,1],[155,1],[160,1],[175,1],[185,1],[200,1],[205,2],[250,1],[255,1],[285,1],[305,1],[310,1],[375,1],[420,1],[525,1],[530,1],[590,1],[620,1],[685,1],[695,1],[875,1],[995,2]]",19412.198545218565,73
College Station,Texas,30.6875111,30.4191895,-96.1908625,-96.4499271,30.584125481363827,-96.300296357540844,1091.3999999999999,26628,93.5555338350764,92.7320215915027,233515,564937,439353,433197,877930,56,2548932,14,637233,67733673.706109852,194213307.65255073,138868958.19895026,136143465.8209163,297075400.31077904,17890.092358398437,834034805.68930817,"[[0,2396],[5,5387],[10,6549],[15,5009],[20,2814],[25,1283],[30,678],[35,344],[40,257],[45,227],[50,192],[55,156],[60,123],[65,77],[70,92],[75,83],[80,82],[85,69],[90,59],[95,56],[100,39],[105,43],[110,40],[115,28],[120,23],[125,30],[130,31],[135,23],[140,22],[145,17],[150,18],[155,14],[160,11],[165,10],[170,8],[175,7],[180,17],[185,9],[190,7],[195,10],[200,11],[205,7],[210,7],[215,8],[220,3],[225,3],[230,3],[235,5],[240,2],[245,9],[250,5],[255,3],[260,4],[265,2],[270,7],[275,1],[280,2],[285,2],[290,5],[295,3],[300,3],[305,5],[310,3],[315,1],[320,5],[325,1],[330,2],[335,6],[340,9],[345,5],[350,3],[355,2],[360,3],[365,5],[370,3],[375,4],[385,2],[390,1],[395,1],[415,4],[420,3],[430,2],[435,2],[440,1],[445,2],[450,1],[460,2],[465,1],[485,1],[490,1],[495,1],[505,1],[515,2],[520,1],[525,2],[535,1],[540,1],[545,1],[550,1],[560,1],[565,2],[570,1],[575,3],[580,2],[590,2],[595,1],[605,1],[610,1],[615,1],[630,2],[655,1],[660,2],[670,3],[680,1],[690,1],[695,2],[700,1],[705,1],[710,1],[715,1],[765,1],[770,2],[775,3],[785,1],[795,1],[805,1],[815,1],[825,1],[830,2],[855,1],[870,2],[890,1],[900,1],[905,1],[910,1],[935,1],[940,2],[955,2],[990,3],[995,32],[1000,10]]",405579.823555533,84
College Station,Arkansas,34.7160327,34.6870672,-92.2214569,-92.2378988,34.708370581543619,-92.22736015704703,1064.2,207,99.664429530201346,69.6969696969697,929,2267,2264,2909,2903,37,11272,9.25,2818,257237.52061767579,754157.16384277341,672858.93822631869,886420.41401367192,913738.11857299809,11122.461669921875,3484412.1552734394,"[[0,41],[5,72],[10,51],[15,19],[20,5],[25,5],[30,2],[35,1],[40,3],[45,1],[55,1],[60,1],[70,1],[75,1],[80,1],[95,1],[225,1]]",2128.9765858988562,0
Collegedale,Tennessee,35.0842624,35.0207009,-85.0066357,-85.0868522,35.052408521101974,-85.051430384837914,1038.7,309,13.208284486127393,91.42011834319527,281,5565,4040,3769,10801,39,24456,9.75,6114,73220.494140625015,1796751.9173828128,1142923.5563171387,1118198.759637451,3438302.8215026851,11855.053759765624,7569397.54898071,"[[0,55],[5,102],[10,72],[15,33],[20,20],[25,15],[30,3],[35,3],[60,1],[125,1],[140,1],[395,1],[995,1],[1000,1]]",5780.1217736495892,0
Colleyville,Texas,32.922718,32.8602969,-97.1000869,-97.1874029,32.889835354327836,-97.148411202354339,1155.1499999999999,5773,98.377683252547229,58.049270990447461,16050,95698,19162,56015,80403,24,267328,6,66832,4855381.9881958012,33760298.961468533,6026723.1670227069,18044774.49812619,27667522.60603638,8244.0715576171879,90354701.220849767,"[[0,2214],[5,1931],[10,806],[15,325],[20,122],[25,75],[30,53],[35,32],[40,27],[45,29],[50,22],[55,16],[60,20],[65,20],[70,11],[75,8],[80,5],[85,2],[90,6],[95,4],[100,2],[105,3],[115,6],[120,3],[130,2],[135,1],[140,1],[145,1],[150,2],[155,1],[165,1],[170,1],[175,2],[185,1],[235,1],[250,1],[260,1],[265,1],[270,1],[300,1],[410,1],[415,1],[430,1],[465,1],[485,1],[490,1],[625,1],[720,1],[940,1],[995,2],[1000,1]]",43938.266758877231,65
Collierville,Tennessee,35.1837817,34.9948118,-89.5654776,-89.7591849,35.060999296328454,-89.683879484153792,1059.95,8090,52.668161434977577,86.100468284376333,8294,149105,99714,90411,42178,38,389702,9.5,97425.5,2307773.8007263192,48426457.445410147,29012545.169934113,25969378.535485834,13628539.270874036,11567.694616699218,119344694.22243033,"[[0,1372],[5,2830],[10,2167],[15,1093],[20,388],[25,108],[30,38],[35,17],[40,13],[45,9],[50,6],[55,4],[60,2],[65,2],[70,4],[75,3],[80,1],[90,2],[100,1],[105,3],[110,1],[115,2],[125,1],[140,1],[145,1],[150,3],[165,2],[190,1],[215,1],[290,2],[300,1],[360,1],[420,1],[440,1],[460,1],[495,1],[850,1],[875,1],[930,1],[960,1],[990,1],[995,1]]",74360.4790666427,15
Collingdale,Pennsylvania,39.9228057,39.9057058,-75.2633556,-75.2904,39.91454550624362,-75.277197872330291,1006.8073604060922,1093,96.792903445922889,38.526612618963696,1248,5019,2528,5137,32292,16,46224,4,11556,324957.91326293943,1562606.1478576662,687089.11278686544,1512827.8298645027,9612924.7930053733,4627.184594726562,13700405.796777347,"[[0,690],[5,248],[10,52],[15,16],[20,14],[25,11],[30,7],[35,9],[40,5],[45,1],[50,3],[55,4],[60,2],[65,4],[70,2],[75,1],[80,2],[85,2],[90,1],[95,1],[100,2],[105,2],[110,1],[135,1],[145,1],[150,1],[165,1],[170,1],[175,2],[180,1],[210,2],[230,1],[250,1],[310,1],[840,1]]",8706.0685200284643,5
Collingswood,New Jersey,39.9245953,39.9059651,-75.0569736,-75.093737,39.916379629231542,-75.073590896565392,1020,1850,98.245614035087726,46.529175050301809,789,15808,10162,6693,34231,17,67683,4.25,16920.75,208854.47139892576,4815406.9787719725,2880250.7945739753,1840819.2500427233,10116128.506982438,4937.6186645507814,19861460.001770027,"[[0,1087],[5,510],[10,92],[15,38],[20,33],[25,13],[30,10],[35,11],[40,5],[45,2],[50,9],[55,3],[60,3],[65,6],[75,1],[80,4],[85,1],[95,2],[100,3],[110,1],[120,1],[125,1],[140,1],[145,2],[170,1],[185,2],[240,1],[245,1],[250,1],[255,1],[270,1],[330,2],[660,1]]",12621.17591610958,54
Collinsville,Illinois,38.7395613,38.6446467,-89.8762742,-90.0721805,38.680063800659681,-89.986042091892344,1049.7472346332356,8758,92.020144701376083,67.509442688661068,24938,121465,84136,98261,173192,30,501992,7.5,125498,6765474.7837341353,38687452.613305718,24611785.464776706,28599718.344702121,54442931.706097454,9131.8081542968739,153107362.91261581,"[[0,2563],[5,3006],[10,1573],[15,757],[20,308],[25,122],[30,59],[35,43],[40,32],[45,25],[50,21],[55,15],[60,19],[65,21],[70,18],[75,8],[80,11],[85,9],[90,8],[95,11],[100,5],[105,7],[110,8],[115,4],[120,2],[125,3],[130,6],[135,2],[140,3],[145,4],[150,4],[155,3],[160,2],[165,2],[170,5],[175,2],[180,1],[185,4],[190,3],[195,1],[200,2],[210,1],[215,4],[225,1],[230,4],[240,1],[250,2],[255,1],[260,1],[270,1],[275,1],[285,1],[310,2],[315,2],[320,1],[325,1],[340,1],[355,1],[360,1],[385,2],[445,1],[460,1],[490,1],[495,1],[510,1],[515,1],[530,4],[590,1],[620,1],[680,2],[710,1],[740,1],[750,1],[755,1],[760,1],[790,1],[870,1],[995,2],[1000,4]]",129191.71301089489,13
Collinsville,Oklahoma,36.4233707,36.319247,-95.7482246,-95.9197356,36.354102455150752,-95.836100013982389,1103.3,5844,92.914572864321613,79.015684153596538,14068,70861,54392,79143,82441,37,300905,9.25,75226.25,4031010.724908445,24826766.381732192,16526044.841949461,24741850.185693312,27214888.454632521,11958.937622070312,97340560.588916346,"[[0,1236],[5,1901],[10,1375],[15,647],[20,275],[25,116],[30,79],[35,56],[40,29],[45,24],[50,18],[55,9],[60,10],[65,7],[70,3],[75,4],[80,5],[85,7],[90,7],[95,3],[100,3],[115,1],[120,1],[125,2],[130,2],[145,3],[155,1],[165,1],[170,2],[180,1],[210,1],[220,1],[225,1],[235,1],[245,1],[280,1],[310,1],[320,1],[335,1],[350,1],[375,1],[450,1],[460,1],[555,2],[670,1]]",65848.395835322022,1
Colma,California,37.688983,37.6654717,-122.4347581,-122.4701206,37.679159307954542,-122.45679888096595,1224.1021692745387,492,93.892045454545453,74.432677760968232,184,3120,2173,4355,55835,30,65667,7.5,16416.75,55619.278723144525,1067908.0402282714,697686.02833862288,1414440.3349487302,18310410.138171375,9775.8001953125,21546063.820410147,"[[0,164],[5,133],[10,70],[15,19],[20,10],[25,15],[30,8],[35,5],[40,5],[45,5],[50,3],[55,2],[60,4],[65,5],[70,4],[80,1],[85,1],[95,1],[100,2],[105,2],[110,2],[115,2],[120,1],[125,1],[150,1],[160,2],[185,1],[190,1],[195,1],[210,1],[220,1],[230,1],[235,2],[255,1],[265,1],[275,1],[300,1],[305,1],[310,1],[365,1],[400,1],[405,1],[425,1],[455,1],[580,1],[585,1],[730,1],[825,1],[995,1]]",5874.1254231804969,6
Colmar,Pennsylvania,40.2807761,40.2589763,-75.2441916,-75.2672747,40.268194021575333,-75.258016127225972,995.24895644283117,451,99.657534246575338,77.4914089347079,1170,5093,4631,4445,42263,31,57602,7.75,14400.5,303592.38381958008,1542849.1142333981,1302182.7065673827,1265958.4393920903,12606181.277593993,8860.30703125,17020763.921606444,"[[0,131],[5,155],[10,70],[15,22],[20,9],[25,3],[30,2],[35,4],[45,5],[50,4],[60,3],[65,2],[70,1],[75,1],[80,1],[90,4],[95,3],[100,3],[120,1],[130,2],[135,1],[140,1],[150,1],[160,1],[175,2],[185,1],[190,2],[195,2],[205,1],[215,1],[250,1],[265,2],[330,1],[385,1],[430,1],[445,2],[480,1],[580,1],[670,1],[855,1],[995,1]]",10816.025390984432,1
Cologne,Minnesota,44.781616,44.7504721,-93.6751986,-93.814891,44.767767013928584,-93.778866593214175,981.75,9,4.2857142857142856,75,147,229,91,15,10,45,492,11.25,123,37147.269433593749,68667.8865661621,25275.28405151367,3760.6154052734373,2624.03798828125,12200.987158203125,137475.09344482425,"[[0,2],[5,1],[10,3],[15,1],[20,1],[30,1]]",69.6568751057937,0
Colona,Illinois,41.5195374,41.4418929,-90.2503247,-90.3782011,41.476630991985132,-90.348419688501977,997.9,1247,55.901251268177205,75.438596491228068,3205,14318,8810,14659,5109,25,46101,6.25,11525.25,813689.91374511761,4485168.4911438022,2451890.0804077163,4102150.051220702,1509692.3256469727,7221.4140625,13362590.86216432,"[[0,432],[5,484],[10,190],[15,68],[20,24],[25,17],[30,6],[35,7],[40,6],[45,1],[50,2],[65,1],[70,1],[75,1],[80,1],[85,1],[95,1],[105,1],[165,1],[185,1],[475,1]]",6770.6542287179891,0
Colonial Heights,Tennessee,36.4955497,36.4603096,-82.4807541,-82.5381353,36.480630196724306,-82.500255753594445,1042.0462780898877,513,54.8680618744313,85.074626865671647,3778,8348,8454,7446,5255,51,33281,12.75,8320.25,1022637.7941467288,2637375.5274353009,2518554.6472961428,2166531.174005127,1644467.7934631347,14812.224926757812,9989566.9363464471,"[[0,48],[5,137],[10,125],[15,117],[20,47],[25,21],[30,7],[35,3],[40,1],[75,1],[120,1],[145,1],[155,1],[270,1],[280,1],[555,1]]",7628.2046205752995,0
