region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
NULL,Pennsylvania,40.7018837,40.6129368,-75.4621914,-75.5461159,40.650351857395478,-75.495835135312745,985.15,7673,98.722846850780485,84.8407784166298,39701,113097,83193,87582,203964,32,527537,8,131884.25,10025161.923889151,35149705.812774681,23041857.928973392,24541876.907128964,59927475.29608155,9215.5393798828118,152686077.868848,"[[0,2009],[5,2674],[10,1358],[15,696],[20,286],[25,107],[30,53],[35,34],[40,41],[45,54],[50,42],[55,23],[60,23],[65,19],[70,13],[75,20],[80,16],[85,11],[90,9],[95,11],[100,11],[105,7],[110,10],[115,6],[120,9],[125,10],[130,5],[135,6],[140,6],[145,2],[150,6],[155,4],[160,3],[165,5],[170,3],[175,3],[180,2],[185,2],[190,2],[200,4],[205,1],[210,2],[215,1],[220,2],[225,2],[235,1],[240,1],[245,2],[255,1],[260,2],[265,3],[270,2],[275,2],[280,2],[300,1],[315,2],[320,1],[325,1],[335,1],[340,1],[355,1],[365,3],[385,1],[390,1],[405,1],[435,1],[450,1],[480,1],[485,1],[500,1],[550,2],[555,1],[565,1],[600,1],[620,1],[625,1],[630,1],[645,1],[705,1],[730,1],[755,1],[990,1],[995,10],[1000,2]]",97025.991470505571,11
NULL,NULL,32.5515615,32.5422575,-116.9198116,-117.0300775,32.5484486,-116.95673556666665,1300.5,2,100,66.666666666666671,13,18,0,0,0,13,31,3.25,7.75,4745.5593383789064,7692.0783203124993,0,0,0,5209.4646850585932,12437.637658691405,"[[0,2]]",0,0
Aberdeen,North Carolina,35.1839589,35.0536054,-79.3884822,-79.5383465,35.143597412700238,-79.424746976659151,1083.75,1078,86.098398169336377,71.627906976744185,3248,16681,13821,12775,92404,38,138929,9.5,34732.25,916858.47884521482,5550470.6194885289,4255420.6720458958,3855700.9203796373,30274565.861474603,11665.3833984375,44853016.552233852,"[[0,250],[5,308],[10,181],[15,82],[20,35],[25,21],[30,24],[35,17],[40,14],[45,18],[50,11],[55,14],[60,9],[65,9],[70,2],[75,4],[80,2],[85,6],[90,2],[95,5],[100,5],[105,3],[110,3],[120,3],[125,1],[130,2],[135,1],[140,6],[145,3],[150,1],[155,2],[165,1],[170,1],[175,1],[180,1],[185,4],[190,1],[195,1],[200,1],[220,1],[290,1],[300,1],[335,1],[345,1],[350,1],[355,1],[365,1],[395,1],[400,2],[430,1],[530,1],[545,1],[780,1],[790,1],[890,1],[930,1],[975,1],[995,3],[1000,1]]",26330.80620508502,0
Abilene,Texas,32.614325,32.2366556,-99.5895826,-100.0864362,32.435015730363716,-99.750682990244911,1252.4114468665,42802,97.8750749721532,93.6750415827716,172303,586619,403010,557991,1718095,42,3438018,10.5,859504.5,56039758.611364439,234357864.73204929,140018526.37719688,203549676.29728386,643813662.51457572,15695.829394531249,1277779488.5324724,"[[0,5788],[5,13535],[10,10456],[15,5265],[20,2535],[25,1179],[30,615],[35,458],[40,376],[45,279],[50,247],[55,183],[60,159],[65,143],[70,141],[75,92],[80,88],[85,71],[90,83],[95,62],[100,71],[105,64],[110,49],[115,39],[120,36],[125,44],[130,37],[135,23],[140,24],[145,27],[150,27],[155,20],[160,19],[165,26],[170,24],[175,11],[180,18],[185,17],[190,13],[195,14],[200,11],[205,6],[210,13],[215,14],[220,10],[225,13],[230,13],[235,7],[240,7],[245,10],[250,5],[255,6],[260,7],[265,12],[270,5],[275,2],[280,9],[285,4],[290,8],[295,10],[300,5],[305,3],[310,4],[315,5],[320,10],[325,5],[330,5],[335,4],[340,1],[345,5],[350,1],[355,4],[360,5],[365,5],[370,6],[375,4],[380,3],[385,1],[395,2],[400,4],[405,3],[410,5],[415,2],[420,5],[425,4],[430,3],[435,7],[440,3],[445,3],[455,7],[465,3],[470,5],[475,1],[480,5],[485,1],[490,3],[495,3],[500,2],[505,2],[510,1],[515,5],[520,4],[525,3],[535,1],[540,1],[545,5],[550,1],[560,1],[565,1],[570,1],[580,1],[590,1],[600,1],[605,2],[615,3],[630,2],[635,2],[640,2],[650,2],[655,4],[660,1],[670,1],[680,1],[695,1],[710,1],[715,1],[720,1],[725,1],[730,1],[740,1],[745,1],[750,1],[755,1],[760,1],[765,1],[770,2],[790,1],[795,1],[800,1],[865,1],[880,1],[885,1],[895,1],[910,1],[915,1],[920,2],[925,2],[935,1],[940,1],[960,1],[970,1],[995,30],[1000,15]]",621366.84940092952,25
Abington,Massachusetts,42.1471244,42.0881069,-70.9186764,-71.0017435,42.116699975937777,-70.954329796867555,974.09163195758936,3285,99.221867517956909,66.056706213553184,2145,45350,22624,25400,80334,24,175853,6,43963.25,532657.18153686542,13270138.522131348,5996178.43424683,6785505.7464599637,23022044.797216795,6551.26708984375,49606524.681591757,"[[0,1270],[5,1351],[10,333],[15,80],[20,33],[25,29],[30,18],[35,23],[40,20],[45,14],[50,11],[55,6],[60,6],[65,7],[70,6],[75,5],[80,5],[85,4],[90,1],[95,3],[100,5],[105,1],[110,2],[115,1],[120,1],[125,2],[130,2],[135,3],[145,1],[155,1],[165,2],[175,2],[185,1],[190,2],[195,1],[200,2],[215,1],[225,1],[230,1],[245,1],[260,1],[275,1],[285,2],[290,1],[305,1],[350,1],[390,1],[420,1],[460,1],[475,1],[495,1],[555,1],[560,1],[680,1],[735,1],[750,1],[995,2],[1000,2]]",21479.144106661955,107
Abington,Pennsylvania,40.1410256,40.1052898,-75.0981394,-75.1547889,40.127027143424485,-75.129703115572212,995.22587668795109,4290,99.0245601811531,75.461741424802113,10359,44351,35781,15700,64278,23,170469,5.75,42617.25,2670869.2428649906,13240559.979748547,10368669.09589844,4208537.3657531729,18819480.075994864,6588.53759765625,49308115.760260113,"[[0,1654],[5,1801],[10,532],[15,140],[20,46],[25,21],[30,17],[35,15],[40,7],[45,3],[50,3],[55,3],[60,4],[65,5],[75,2],[80,4],[90,1],[95,2],[100,2],[110,2],[120,2],[125,2],[130,3],[150,2],[160,2],[180,1],[185,1],[190,1],[210,1],[215,1],[230,1],[255,1],[270,1],[280,2],[295,1],[310,1],[330,1],[345,1],[465,1],[475,1],[520,1],[585,1],[600,1],[610,1],[670,1],[925,1],[995,1]]",31333.366381256725,26
Absecon,New Jersey,39.4496841,39.3928959,-74.4775427,-74.5285221,39.430349009787015,-74.501734616208751,1045.5,500,21.827724606359986,70.721357850070717,527,5957,5536,3818,15381,24,31219,6,7804.75,140934.46260375978,1924599.9582458495,1659082.1823425284,1082517.197125244,4752902.4905578606,7158.890814208984,9560036.2908752412,"[[0,197],[5,181],[10,63],[15,18],[20,11],[25,2],[30,3],[35,1],[40,1],[50,4],[55,1],[60,3],[65,3],[75,1],[80,1],[90,1],[95,1],[115,1],[120,1],[140,1],[175,1],[210,1],[645,1],[910,1],[995,1]]",6075.0266989826223,17
Acampo,California,38.2414834,38.1496184,-121.1105761,-121.4184786,38.202210063756034,-121.22043292786297,1227.3999999999999,426,11.496270293988591,81.297709923664115,2553,8748,4793,6728,24105,44,46927,11,11731.75,810340.8236816409,3371185.7102355966,1649035.1674011224,2355773.2669006344,8871234.3421752937,16178.506542968749,17057569.3103943,"[[0,88],[5,104],[10,64],[15,48],[20,36],[25,19],[30,14],[35,10],[40,3],[45,4],[50,4],[55,3],[60,1],[65,4],[70,3],[75,1],[80,1],[85,1],[90,1],[105,2],[110,1],[150,1],[160,1],[170,2],[185,1],[195,1],[200,1],[240,1],[330,1],[450,1],[465,1],[620,1],[680,1],[1000,1]]",4650.4225727269377,13
Acushnet,Massachusetts,41.7630867,41.6646827,-70.8585169,-70.9427817,41.702208948548517,-70.9070669834054,997.05,3237,98.396880415944537,71.268163804491408,2140,39480,23053,26786,25553,25,117012,6.25,29253,547902.196435547,11950410.570239238,6256051.2071044929,7283917.6898193341,7412140.2927490212,7235.09375,33450421.956347726,"[[0,1080],[5,1402],[10,472],[15,147],[20,39],[25,31],[30,14],[35,9],[40,11],[45,4],[50,6],[55,1],[60,1],[65,3],[70,1],[75,1],[80,3],[85,2],[95,1],[105,1],[135,1],[175,1],[195,2],[200,1],[460,1],[825,1],[995,1]]",14483.708307340032,15
Acworth,Georgia,34.1474989,33.9663216,-84.5546299,-84.7897042,34.0607110074664,-84.66582161406474,1074.3815421420679,12899,69.226141019396607,53.385481334326627,27227,153743,53374,82395,191139,20,507878,5,126969.5,7780035.767584227,50009687.408892937,15928575.655969262,25267193.900305174,62810679.48247683,6147.7688110351564,161796172.21522847,"[[0,6461],[5,4439],[10,1074],[15,354],[20,154],[25,92],[30,49],[35,30],[40,20],[45,19],[50,15],[55,10],[60,12],[65,16],[70,14],[75,9],[80,6],[85,3],[90,10],[95,5],[100,4],[105,6],[110,3],[115,4],[120,1],[125,5],[130,5],[135,5],[140,1],[145,3],[150,4],[155,3],[160,1],[170,4],[175,2],[180,1],[185,1],[195,2],[200,2],[205,2],[220,1],[230,1],[235,1],[255,2],[270,3],[275,2],[290,1],[345,1],[350,1],[365,1],[390,1],[455,1],[500,1],[510,1],[515,1],[535,1],[565,1],[575,1],[620,1],[650,1],[675,1],[715,1],[725,1],[765,1],[805,1],[815,1],[840,1],[870,1],[890,1],[910,1],[940,1],[955,1],[975,1],[990,1],[995,8],[1000,2]]",96201.751604798614,6
Ada,Michigan,43.0569606,42.8766698,-85.4118011,-85.5506349,43.003573936607133,-85.505673897879745,944.35176715176738,688,98.660714285714292,77.828054298642527,2426,11729,6931,8083,28596,37,57765,9.25,14441.25,584584.32391357422,3410226.9156982433,1797948.9376647954,2174377.0667358413,8155245.7461120617,10284.137548828125,16122382.990124531,"[[0,142],[5,229],[10,153],[15,79],[20,34],[25,16],[30,6],[35,3],[40,1],[45,3],[60,4],[75,1],[90,1],[100,1],[110,2],[115,1],[135,1],[140,1],[145,1],[215,1],[235,1],[415,1],[490,1],[755,1],[995,3],[1000,1]]",12698.492246434964,1
Adair Village,Oregon,44.6777478,44.6692107,-123.2141692,-123.2222528,44.674599520740735,-123.21873672518511,911.19999999999993,135,100,100,2711,3111,1831,1934,8113,77,17700,19.25,4425,653841.00253295887,869713.25696411135,470456.94849853526,489985.64423217776,2213661.2316040033,20326.3654296875,4697658.0838317862,"[[0,12],[5,22],[10,12],[15,26],[20,12],[25,6],[30,5],[35,10],[40,13],[45,4],[50,3],[55,2],[65,1],[75,1],[80,1],[85,1],[100,1],[235,1],[405,1],[550,1]]",1249.1464788322378,1
Adams,Tennessee,36.6136857,36.5107718,-86.9059397,-87.216456,36.557661443373483,-87.140440172289175,1042.0065000000002,41,12.53012048192771,78.84615384615384,24,624,222,699,0,34,1569,8.5,392.25,6260.5849365234371,194887.88358154293,64253.993035888663,203193.78911132811,0,9886.8551025390625,468596.2506652833,"[[0,7],[5,16],[10,12],[15,6]]",357.82813281959187,0
Adamsville,Alabama,33.6650333,33.5223372,-86.90491,-87.06227,33.59374315305935,-86.9682386915677,1070.1499999999999,1355,58.9041095890411,70.025839793281648,5683,17530,12260,14117,40620,31,90210,7.75,22552.5,1592043.2608032236,5718113.4268188411,3665108.2881957977,4248029.8101928709,13277950.183062747,9335.9916015625,28501244.969073523,"[[0,366],[5,489],[10,264],[15,106],[20,43],[25,8],[30,10],[35,10],[40,5],[45,8],[50,4],[55,1],[65,2],[70,1],[75,2],[80,2],[85,5],[90,1],[100,1],[105,2],[110,1],[115,1],[125,1],[130,1],[150,2],[155,1],[165,1],[170,1],[180,1],[215,1],[220,1],[235,1],[250,1],[300,1],[305,1],[425,1],[475,1],[480,1],[580,1],[595,1],[655,1],[680,1],[825,1],[995,1]]",16946.443487519387,3
Addis,Louisiana,30.3877337,30.3439321,-91.2452825,-91.2883324,30.362367578567088,-91.263076260473639,1087.1499999999999,746,46.812386156648451,96.757457846952008,2397,12925,10816,6828,15312,40,48278,10,12069.5,690984.31820068369,4448639.5942199733,3381258.6379333492,2010188.1513977051,5103672.3255981449,12806.264770507812,15634743.027349854,"[[0,84],[5,277],[10,197],[15,89],[20,46],[25,12],[30,6],[35,5],[40,2],[45,2],[50,5],[60,2],[65,1],[70,2],[85,1],[90,3],[95,1],[105,3],[115,1],[145,1],[215,1],[220,1],[285,1],[290,1],[300,1],[995,1]]",9552.8313955043923,9
Addison,Texas,32.9873596,32.9334719,-96.8096876,-96.855527,32.955775786489376,-96.839186646666434,1132.2149297423894,2216,98.61702127659575,79.683567062207842,11279,44901,13457,34807,400910,40,505354,10,126338.5,3285366.83131714,15976776.006860349,4245509.7640808094,11295738.663549807,138212144.7364563,13261.177050781249,173015536.00226429,"[[0,558],[5,552],[10,224],[15,115],[20,92],[25,78],[30,54],[35,43],[40,32],[45,35],[50,22],[55,16],[60,21],[65,13],[70,9],[75,13],[80,9],[85,9],[90,11],[95,6],[100,8],[105,8],[110,5],[115,4],[120,9],[125,7],[130,10],[135,3],[140,6],[145,4],[150,5],[155,11],[160,5],[165,4],[170,4],[175,6],[180,8],[185,6],[190,2],[195,8],[200,2],[205,4],[210,6],[215,5],[220,8],[225,3],[230,7],[235,3],[240,1],[245,1],[250,7],[255,4],[265,2],[270,2],[275,4],[280,2],[285,6],[290,7],[295,2],[300,2],[310,1],[315,3],[320,3],[325,3],[330,3],[335,2],[340,3],[350,1],[355,1],[360,1],[370,3],[375,3],[380,1],[390,6],[395,1],[405,1],[410,1],[415,1],[420,1],[425,3],[430,1],[450,2],[455,1],[460,1],[465,1],[470,1],[485,1],[490,4],[495,1],[500,1],[515,1],[525,1],[550,3],[555,1],[565,1],[570,1],[595,2],[600,1],[610,1],[615,1],[620,1],[650,1],[655,1],[715,2],[720,1],[730,1],[735,2],[765,1],[770,1],[780,2],[810,1],[840,1],[855,2],[885,1],[925,1],[990,1],[995,9],[1000,5]]",84135.1105319514,8
Addison,Illinois,41.9558697,41.9054749,-87.9639361,-88.0638497,41.932135930602676,-88.004423907976673,980.05,8795,99.470847623713865,86.641710176337313,42852,111765,66401,91542,923459,37,1236019,9.25,309004.75,10806390.8861084,34054286.962762445,18420673.306402542,25079342.823901415,274099655.28925157,10469.855078125,362460349.26842594,"[[0,1632],[5,3142],[10,2028],[15,607],[20,217],[25,110],[30,71],[35,55],[40,36],[45,59],[50,33],[55,34],[60,36],[65,22],[70,22],[75,17],[80,22],[85,23],[90,19],[95,14],[100,7],[105,18],[110,22],[115,16],[120,23],[125,15],[130,13],[135,15],[140,19],[145,12],[150,14],[155,10],[160,10],[165,12],[170,7],[175,5],[180,12],[185,6],[190,11],[195,4],[200,6],[205,3],[210,7],[215,6],[220,7],[225,7],[230,8],[235,1],[240,11],[245,5],[250,8],[255,3],[260,8],[265,2],[270,6],[275,2],[280,2],[285,11],[290,7],[295,5],[300,1],[305,5],[310,4],[315,9],[320,7],[325,2],[330,2],[345,2],[350,2],[355,3],[360,2],[365,2],[370,2],[375,9],[385,1],[390,3],[405,3],[410,1],[420,2],[425,3],[430,2],[435,1],[440,1],[445,3],[450,1],[460,3],[465,3],[470,2],[475,3],[480,3],[485,3],[490,1],[495,2],[500,2],[505,1],[510,2],[515,1],[520,1],[525,2],[535,1],[540,2],[545,2],[550,1],[555,2],[560,1],[565,1],[570,3],[575,3],[580,1],[585,3],[590,2],[605,1],[615,2],[620,2],[625,1],[630,2],[635,1],[645,3],[650,1],[655,1],[660,1],[665,1],[670,3],[675,2],[695,1],[715,1],[725,1],[730,1],[750,1],[775,1],[790,1],[800,1],[810,2],[830,1],[835,1],[845,1],[850,3],[860,1],[870,1],[950,1],[985,1],[995,31],[1000,34]]",300064.23533724656,17
Addyston,Ohio,39.1443321,39.1263814,-84.694012,-84.7257402,39.138079902450976,-84.710380316176312,996.19999999999993,65,21.323529411764707,74.712643678160916,352,981,868,911,1498,42,4610,10.5,1152.5,90647.446899414062,304989.59404296876,251143.47280273435,252140.42236328128,448143.71719970705,11943.365771484374,1347064.6533081054,"[[0,17],[5,14],[10,8],[15,5],[20,2],[25,4],[30,5],[35,2],[40,3],[45,1],[50,1],[60,2],[70,1]]",1115.1728070685815,0
Adelanto,California,34.65098,34.5070175,-117.3842775,-117.644424,34.542087488890161,-117.42569066291742,1447.55,5734,67.634569034775623,97.301883590700825,7964,78301,54581,76524,43872,37,261242,9.25,65310.5,2963808.7694702153,37038433.555749469,22629352.913305648,30942693.168865964,18735146.395996109,15854.722741699219,112309434.80338757,"[[0,745],[5,2454],[10,1602],[15,609],[20,181],[25,54],[30,17],[35,12],[40,7],[45,6],[50,2],[55,5],[60,3],[65,4],[70,2],[75,1],[85,1],[90,2],[95,3],[100,2],[105,1],[110,3],[130,1],[150,1],[155,2],[165,1],[190,1],[200,1],[235,1],[240,1],[245,1],[250,1],[275,1],[350,1],[445,1],[460,1],[490,1],[545,1],[630,1]]",30619.036114460596,12
Adelphi,Maryland,39.0185468,38.9761915,-76.938334,-76.9800126,39.000044817595835,-76.965881268989662,1031.9097808219176,823,45.731707317073173,78.38095238095238,991,9777,5964,5826,31911,26,54469,6.5,13617.25,258897.43033447265,3055893.7953674304,1721246.4168640145,1659576.9981384277,9610465.14223633,8045.487817382812,16306079.78294068,"[[0,244],[5,346],[10,116],[15,27],[20,9],[25,10],[30,7],[35,3],[40,3],[45,5],[50,4],[55,3],[60,2],[65,6],[70,3],[75,2],[80,3],[85,2],[90,2],[95,3],[100,2],[105,1],[110,1],[115,1],[130,1],[135,3],[145,1],[150,1],[180,1],[185,1],[205,2],[210,1],[215,1],[230,1],[235,1],[315,1],[400,1],[415,1],[995,1]]",10361.871756873421,63
Adkins,Texas,29.4374259,29.3026589,-98.1682139,-98.2997555,29.359596095833343,-98.248602472522492,1100.75,9,1.0135135135135136,100,117,243,54,32,97,69,543,17.25,135.75,34083.690863037111,86545.583782958973,17292.160314941404,10163.230444335937,31943.679626464844,22748.976660156248,180028.34503173828,"[[0,1],[5,3],[15,2],[20,2],[25,1]]",87.5453445286633,0
Adrian,Michigan,42.0078961,41.8132153,-83.9057446,-84.2912815,41.906871554879778,-84.0234096006164,953.69999999999993,4831,72.632011506061232,68.330975954738335,28446,68866,51221,56449,236855,29,441837,7.25,110459.25,7083329.6899474934,20519765.967248555,13716075.690899633,15398899.443316652,68487797.896759048,7655.7740234375,125205868.68817133,"[[0,1632],[5,1366],[10,684],[15,380],[20,158],[25,76],[30,54],[35,47],[40,33],[45,31],[50,27],[55,23],[60,16],[65,21],[70,12],[75,8],[80,12],[85,21],[90,19],[95,15],[100,13],[105,8],[110,13],[115,5],[120,10],[125,8],[130,3],[135,5],[140,4],[145,4],[150,5],[155,5],[160,4],[165,4],[170,6],[175,4],[180,4],[185,5],[190,2],[195,3],[200,1],[205,2],[210,2],[215,5],[220,4],[225,1],[230,2],[235,1],[240,1],[245,2],[255,3],[260,1],[275,2],[280,2],[285,1],[290,1],[295,1],[325,1],[330,1],[340,1],[350,4],[355,1],[360,1],[365,1],[380,2],[390,1],[395,1],[405,1],[420,2],[450,1],[465,1],[470,1],[490,1],[510,1],[545,1],[555,1],[575,1],[625,1],[640,1],[665,1],[725,1],[805,1],[835,1],[870,1],[900,1],[995,14],[1000,2]]",98616.051592297386,1
Affton,Missouri,38.5667633,38.5281095,-90.3009368,-90.3586443,38.55047919791739,-90.323679319500727,1052.3,6158,99.5030173943912,73.231061957426562,6500,72599,46047,50649,93947,25,269742,6.25,67435.5,1752277.9550781259,23028324.818951432,13306056.89835817,14543345.698333776,29081198.053253174,7538.8699707031246,81711203.423974544,"[[0,2100],[5,2713],[10,854],[15,229],[20,73],[25,25],[30,23],[35,21],[40,16],[45,8],[50,10],[55,5],[60,8],[65,4],[70,2],[75,2],[80,2],[85,3],[90,4],[95,1],[100,1],[105,1],[120,4],[125,2],[135,2],[140,2],[150,1],[155,1],[160,3],[165,1],[170,1],[180,1],[185,2],[195,2],[205,1],[210,1],[215,1],[235,2],[240,1],[265,1],[270,1],[275,1],[335,1],[355,1],[360,1],[370,1],[460,2],[495,1],[505,1],[515,1],[565,2],[570,1],[595,1],[625,1],[670,1],[755,1],[795,1],[950,1],[995,4]]",68947.764116020538,16
Afton,Minnesota,44.9579585,44.8610606,-92.7695219,-92.8623278,44.906587633385492,-92.81676062842979,989.4,922,95.305164319248831,50.465243568691847,814,13266,10466,9235,11960,26,45741,6.5,11435.25,199483.16298217778,3888938.33258667,2872605.2684875471,2489717.1372375488,3402367.4357299795,7141.2011230468752,12853111.337023931,"[[0,324],[5,342],[10,146],[15,47],[20,20],[25,12],[30,7],[35,7],[40,2],[45,2],[55,1],[60,1],[85,1],[95,1],[105,1],[110,1],[130,1],[155,1],[350,1],[385,1],[400,1],[995,2]]",6512.5074563653143,4
Afton,Wisconsin,42.6134013,42.5919991,-89.0607604,-89.0918404,42.602342085427132,-89.072838527135616,967.3,5,6.0301507537688446,41.666666666666664,0,95,31,30,0,30,156,7.5,39,0,27731.89787597656,7936.3654357910145,8037.97685546875,0,9145.240478515625,43706.240167236327,"[[0,2],[5,1],[10,2]]",34.358243357383643,0
Agawam,Massachusetts,42.1043754,42.0311526,-72.5854781,-72.713249,42.069221718308135,-72.645833051656865,969.85,43,0.57271617688479959,70.491803278688522,50,605,338,246,347,19,1586,4.75,396.5,12779.033746337889,185762.18417968752,94996.509356689465,64076.549829101561,99460.723986816418,5866.5580566406252,457075.00109863281,"[[0,22],[5,10],[10,6],[15,1],[20,1],[35,2],[55,1]]",197.90904279560135,0
Agoura Hills,California,34.1811393,34.0812135,-118.706538,-118.8321422,34.150608352711025,-118.76260270442972,1285.2219668005635,6729,99.09167132476243,94.8949372443943,33310,116719,99389,107985,148703,52,506106,13,126526.5,11033801.045520015,47700905.559735142,36504390.85014043,39534679.531365953,57752153.733252026,19416.851940917968,192525930.72001296,"[[0,559],[5,1689],[10,1843],[15,1225],[20,597],[25,270],[30,160],[35,116],[40,38],[45,23],[50,18],[55,22],[60,12],[65,15],[70,8],[75,5],[80,5],[85,1],[90,12],[95,10],[100,3],[105,8],[110,3],[115,2],[120,1],[125,3],[130,5],[135,7],[145,2],[150,4],[155,2],[160,1],[165,1],[170,2],[175,1],[180,4],[185,1],[190,2],[195,2],[200,1],[205,1],[220,1],[225,3],[230,2],[255,1],[260,1],[265,2],[275,3],[285,1],[300,1],[305,1],[330,1],[360,2],[370,2],[375,1],[380,1],[435,1],[450,3],[455,1],[465,1],[470,2],[480,1],[525,1],[540,1],[575,1],[615,1],[640,1],[655,1],[660,1],[710,1],[715,1],[735,1],[785,1],[895,1],[995,1]]",52488.54146587188,457
Agua Fria,New Mexico,35.6701897,35.6419877,-105.9994131,-106.0293711,35.656074176096674,-106.01470479650845,1413.55,873,97.224709042077,80.386740331491708,1195,4988,4926,5912,29980,40,47001,10,11750.25,431672.95602417004,2254202.7877136241,1939121.2828125001,2385131.201495361,12307168.407189947,16324.894140625,19317296.635235615,"[[0,174],[5,254],[10,206],[15,112],[20,61],[25,17],[30,13],[35,8],[40,6],[45,1],[50,2],[55,1],[60,3],[70,1],[75,4],[80,2],[85,1],[90,2],[110,1],[115,1],[170,1],[185,1],[320,1]]",8318.6649132635976,6
Ahtanum,Washington,46.5819493,46.5411933,-120.5285781,-120.6705468,46.559869949014292,-120.60654196716509,1092.25,2482,98.844323589394975,85.350756533700135,4558,46231,27608,33559,51578,43,163534,10.75,40883.5,1263001.4638122567,16010562.329498291,8352310.29552002,10080679.156750489,16312807.829901127,13894.9599609375,52019361.075482212,"[[0,381],[5,732],[10,605],[15,391],[20,182],[25,69],[30,39],[35,16],[40,11],[45,10],[50,5],[55,1],[60,2],[65,1],[70,2],[85,1],[90,2],[100,1],[105,3],[120,2],[130,5],[135,2],[140,1],[145,1],[175,1],[190,1],[245,1],[260,1],[290,1],[365,1],[380,1],[405,1],[415,1],[450,1],[455,1],[605,1],[635,1],[760,1],[835,1],[995,2]]",13832.382127210645,9
Ahuimanu,Hawaii,21.4553218,21.4272796,-157.8224912,-157.8476871,21.438985937957884,-157.83382833864479,1272.45,226,22.985347985347985,45.0199203187251,0,2308,0,2471,524,18,5303,4.5,1325.75,0,754620.56356811512,0,807489.52918701142,168251.46834106444,5809.4254394531245,1730361.5610961905,"[[0,129],[5,66],[10,21],[15,4],[20,6]]",1153.9122172200543,31
Aiea,Hawaii,21.3971166,21.3665225,-157.8946219,-157.9429608,21.385003736404887,-157.92351684160582,1272.45,2625,94.9389179755672,96.507352941176464,24599,29569,27494,32476,92166,54,206304,13.5,51576,8465297.6106140222,11365849.384960925,9717634.8120422214,12289022.924591044,35253040.462603748,20109.775219726562,77090845.194812074,"[[0,174],[5,548],[10,746],[15,504],[20,266],[25,138],[30,78],[35,41],[40,17],[45,10],[50,8],[55,4],[60,4],[65,6],[70,6],[75,6],[80,4],[85,3],[90,5],[95,1],[100,2],[105,2],[110,2],[115,3],[120,7],[125,3],[130,4],[135,2],[140,3],[145,4],[150,1],[155,1],[160,2],[165,1],[170,2],[175,1],[185,1],[195,1],[200,1],[210,2],[220,1],[240,2],[245,1],[270,2],[320,1],[420,1],[450,1],[660,1],[995,1]]",51408.948341270137,380
Aiken,South Carolina,33.7382278,33.2912842,-81.5692186,-81.8406653,33.524892010799867,-81.718289425616646,1099.05,20312,84.761705685618736,83.485408960131522,92256,364096,227743,238522,394563,37,1317180,9.25,329295,26445677.561688177,122037826.54254733,70173401.197112948,73934469.373583645,131174922.96084596,11871.507257080078,423766297.63577664,"[[0,3763],[5,6928],[10,4828],[15,2166],[20,911],[25,457],[30,231],[35,155],[40,123],[45,78],[50,76],[55,53],[60,45],[65,39],[70,35],[75,29],[80,20],[85,17],[90,19],[95,13],[100,18],[105,8],[110,14],[115,16],[120,14],[125,16],[130,5],[135,5],[140,11],[145,10],[150,5],[155,12],[160,3],[165,6],[170,10],[175,3],[180,6],[185,3],[190,3],[195,9],[200,1],[205,10],[210,4],[215,6],[220,3],[225,4],[230,3],[235,4],[240,2],[245,4],[250,4],[255,1],[260,2],[265,2],[270,2],[275,2],[280,1],[285,3],[290,2],[295,1],[300,1],[305,2],[310,1],[320,3],[330,1],[335,1],[340,1],[355,3],[360,1],[370,2],[375,4],[380,1],[385,4],[395,1],[405,2],[420,1],[425,2],[430,1],[445,1],[450,2],[475,1],[495,1],[505,2],[510,1],[515,1],[520,1],[525,1],[530,1],[535,1],[540,1],[565,1],[575,1],[585,2],[590,1],[600,2],[615,2],[620,2],[630,2],[635,1],[645,1],[665,1],[705,1],[765,1],[790,1],[830,1],[850,1],[855,1],[860,1],[885,1],[960,1],[990,3],[995,11],[1000,3]]",248770.52017894486,43
Airport Drive,Missouri,37.1567914,37.1283664,-94.5061056,-94.5287844,37.140284240732768,-94.513946425646537,1090.55,418,99.568965517241381,90.476190476190482,2054,8003,4787,5841,15835,55,36520,13.75,9130,578703.83175048837,2797766.2581359847,1441964.3739990236,1811050.72902832,5137240.5191650409,17717.508740234374,11766725.712078854,"[[0,51],[5,74],[10,106],[15,84],[20,52],[25,19],[30,11],[35,3],[40,1],[45,2],[50,1],[55,1],[65,2],[70,1],[75,2],[95,1],[260,1],[275,1],[310,1],[320,1],[370,1],[555,1],[680,1]]",9928.74165131057,0
